100.5,50.5,0.5
100.5,51.5,0.5
100.5,52.5,0.5
101.5,53.5,0.5
101.5,54.5,0.5
101.5,55.5,0.5
101.5,56.5,0.5
101.5,57.5,0.5
101.5,58.5,0.5
101.5,59.5,0.5
101.5,60.5,0.5
101.5,61.5,0.5
101.5,62.5,0.5
101.5,63.5,0.5
101.5,64.5,0.5
100.5,65.5,0.5
100.5,66.5,0.5
100.5,67.5,0.5
100.5,68.5,0.5
100.5,69.5,0.5
100.5,70.5,0.5
100.5,71.5,0.5
100.5,72.5,0.5
101.5,73.5,0.5
101.5,74.5,0.5
101.5,75.5,0.5
102.5,76.5,0.5
103.5,77.5,0.5
104.5,78.5,0.5
105.5,79.5,0.5
106.5,79.5,0.5
107.5,80.5,0.5
108.5,81.5,0.5
108.5,82.5,0.5
109.5,83.5,0.5
110.5,84.5,0.5
111.5,85.5,0.5
111.5,86.5,0.5
111.5,87.5,0.5
112.5,88.5,0.5
113.5,89.5,0.5
114.5,90.5,0.5
115.5,90.5,0.5
116.5,91.5,0.5
117.5,91.5,0.5
118.5,91.5,0.5
119.5,91.5,0.5
120.5,91.5,0.5
121.5,91.5,0.5
122.5,92.5,0.5
122.5,93.5,0.5
122.5,94.5,0.5
123.5,95.5,0.5
124.5,95.5,0.5
125.5,95.5,0.5
126.5,95.5,0.5
127.5,95.5,0.5
128.5,96.5,0.5
129.5,97.5,0.5
130.5,98.5,0.5
131.5,98.5,0.5
132.5,98.5,0.5
133.5,97.5,0.5
134.5,96.5,0.5
135.5,96.5,0.5
136.5,96.5,0.5
137.5,97.5,0.5
138.5,97.5,0.5
139.5,97.5,0.5
140.5,97.5,0.5
141.5,97.5,0.5
142.5,96.5,0.5
143.5,96.5,0.5
144.5,96.5,0.5
145.5,96.5,0.5
146.5,96.5,0.5
147.5,96.5,0.5
148.5,96.5,0.5
149.5,97.5,0.5
150.5,98.5,0.5
151.5,99.5,0.5
152.5,99.5,0.5
153.5,99.5,0.5
154.5,99.5,0.5
155.5,98.5,0.5
156.5,97.5,0.5
157.5,97.5,0.5
158.5,96.5,0.5
159.5,95.5,0.5
160.5,95.5,0.5
161.5,95.5,0.5
162.5,95.5,0.5
163.5,95.5,0.5
164.5,95.5,0.5
165.5,95.5,0.5
166.5,94.5,0.5
167.5,94.5,0.5
168.5,93.5,0.5
169.5,93.5,0.5
170.5,93.5,0.5
171.5,93.5,0.5
172.5,93.5,0.5
173.5,93.5,0.5
174.5,93.5,0.5
175.5,93.5,0.5
176.5,93.5,0.5
177.5,93.5,0.5
178.5,93.5,0.5
179.5,92.5,0.5
180.5,92.5,0.5
181.5,92.5,0.5
182.5,92.5,0.5
183.5,92.5,0.5
184.5,92.5,0.5
185.5,91.5,0.5
186.5,91.5,0.5
187.5,91.5,0.5
188.5,91.5,0.5
189.5,91.5,0.5
190.5,92.5,0.5
191.5,93.5,0.5
192.5,94.5,0.5
193.5,95.5,0.5
194.5,96.5,0.5
195.5,96.5,0.5
196.5,97.5,0.5
197.5,98.5,0.5
198.5,98.5,0.5
199.5,99.5,0.5
