90.5,25.5,2.55
90.5,25.5,2.65
89.5,24.5,2.65
89.5,24.5,2.55
89.5,23.5,2.45
88.5,22.5,2.35
87.5,22.5,2.45
86.5,21.5,2.35
85.5,20.5,2.25
84.5,20.5,2.35
83.5,20.5,2.35
82.5,20.5,2.45
81.5,20.5,2.55
80.5,20.5,2.55
79.5,20.5,2.45
79.5,20.5,2.35
79.5,20.5,2.25
78.5,20.5,2.15
77.5,21.5,2.15
76.5,22.5,2.15
75.5,23.5,2.05
74.5,23.5,1.95
73.5,23.5,1.85
72.5,22.5,1.95
71.5,21.5,1.85
70.5,21.5,1.95
70.5,21.5,2.05
70.5,21.5,2.15
69.5,21.5,2.25
68.5,21.5,2.35
67.5,21.5,2.45
67.5,21.5,2.55
67.5,21.5,2.65
67.5,21.5,2.75
66.5,21.5,2.75
66.5,21.5,2.85
66.5,21.5,2.95
66.5,21.5,3.05
66.5,21.5,3.15
66.5,21.5,3.25
66.5,21.5,3.35
66.5,21.5,3.45
66.5,21.5,3.55
66.5,21.5,3.65
66.5,21.5,3.75
65.5,20.5,3.85
64.5,20.5,3.75
63.5,20.5,3.75
63.5,20.5,3.85
62.5,20.5,3.95
61.5,20.5,4.05
60.5,21.5,4.15
59.5,21.5,4.25
58.5,21.5,4.35
57.5,22.5,4.35
57.5,22.5,4.45
56.5,23.5,4.55
55.5,23.5,4.55
54.5,24.5,4.45
53.5,25.5,4.45
53.5,25.5,4.35
52.5,25.5,4.25
51.5,26.5,4.15
51.5,26.5,4.05
51.5,26.5,3.95
50.5,27.5,3.85
49.5,27.5,3.75
49.5,27.5,3.85
48.5,28.5,3.95
48.5,28.5,4.05
48.5,28.5,4.15
47.5,29.5,4.25
47.5,29.5,4.35
47.5,29.5,4.45
46.5,29.5,4.55
45.5,29.5,4.65
45.5,29.5,4.75
44.5,29.5,4.85
43.5,29.5,4.95
42.5,29.5,4.95
41.5,29.5,4.85
40.5,29.5,4.75
39.5,29.5,4.85
38.5,29.5,4.75
37.5,29.5,4.65
36.5,29.5,4.55
35.5,29.5,4.55
34.5,29.5,4.55
33.5,30.5,4.55
32.5,30.5,4.45
31.5,30.5,4.45
30.5,30.5,4.45
30.5,30.5,4.35
30.5,30.5,4.25
30.5,30.5,4.15
30.5,30.5,4.05
30.5,30.5,3.95
29.5,29.5,4.05
28.5,28.5,3.95
27.5,28.5,3.95
26.5,28.5,3.85
25.5,28.5,3.85
24.5,27.5,3.75
23.5,27.5,3.85
22.5,27.5,3.95
21.5,27.5,3.95
20.5,27.5,4.05
19.5,27.5,3.95
18.5,27.5,3.95
17.5,27.5,3.85
17.5,27.5,3.75
17.5,27.5,3.65
17.5,27.5,3.55
17.5,27.5,3.45
16.5,27.5,3.35
16.5,27.5,3.25
15.5,27.5,3.15
15.5,27.5,3.05
15.5,27.5,2.95
15.5,27.5,2.85
15.5,27.5,2.75
15.5,27.5,2.65
14.5,26.5,2.55
14.5,26.5,2.45
13.5,26.5,2.35
12.5,26.5,2.35
12.5,26.5,2.25
11.5,26.5,2.15
10.5,25.5,2.25
10.5,25.5,2.35
10.5,25.5,2.45
10.5,25.5,2.55
