  0.78751026  0.91742193  0.99093817  1.33283904  1.08918835  1.14553063
  0.66432421  0.62731514  0.04841433  1.23177904  1.37112215  1.19038697
  0.46384398  1.06296850  0.48522189 -0.01890185 -0.32434562 -0.32444099
  0.46045406  0.05063416  0.13126059 -0.16728318  0.41975867  1.27281716
  0.94287882  0.87483271  0.19443036  0.99875580  0.72704266  0.38310922
 -0.46844636 -0.37366627  0.49050537  1.06194052  0.53952035  0.74849763
  0.60266294  0.10838155  0.45601488  0.27421637  0.12366632 -0.20668262
  0.12399911  0.23851912  0.08881923  0.01370678 -0.21999463 -0.66748786
 -0.65431253 -0.53079012 -1.02877943 -1.05273480 -1.33532678 -1.70383654
 -1.62966452 -1.46182476 -1.47074815 -1.26162615 -0.96950403 -1.26137448
 -0.67868106 -0.93423043 -0.28894028 -0.54770810  0.51133476 -0.59244031
  0.36297067  0.47890003  0.03965110  0.39079455 -0.27986880 -0.51045128
 -0.63397860 -0.58626148  0.21803535  0.18526105  0.24034144  0.75949186
  0.74185431  0.47977023  0.74573370  0.49861393  0.69855604  1.15718957
  0.98385294  0.59522047 -0.35320838 -0.94872252 -1.25322246 -1.89237868
 -2.11661197 -1.52205285 -1.29157004 -0.49273634 -0.87437170 -0.68242883
 -0.30398127  0.64461145  0.42897841  0.08777381 -0.05943670 -0.11214480
 -0.21917813 -0.02956517 -0.46451159 -0.07268913 -0.57639353 -0.89237701
 -0.19409024  0.02480401  0.19049044 -0.28219484 -0.56370693 -0.62357135
 -1.05906486 -1.00945562 -1.11660584 -1.26876667 -1.42748807 -0.65915681
 -0.40951401 -0.54728926 -0.77899294 -1.00840384 -0.70575523 -0.30196898
 -0.70423418 -0.79308082 -0.72107768 -0.51039626 -0.61143405  0.39509486
  0.58997605  0.99896829  0.32138770  0.04353955 -0.06762173 -0.10174264
  0.05224773 -0.10577370 -0.34494816 -0.59747201 -1.13388341 -1.50988433
 -1.84142033 -1.63801117 -2.04499653 -1.83520020 -1.59361011 -2.13241914
 -1.82010548 -1.84565130 -1.61536245 -1.16752863 -0.77412274 -1.10035294
 -0.98168572 -1.16998944 -0.77563082 -0.94370290 -0.99259409 -0.73124880
  0.49121702  0.63874422  0.48851398  0.86819368  0.11070100  0.55092456
  0.92451784  0.25050721 -0.29393254 -0.11634335 -0.22283127 -0.50572476
 -0.05946290 -0.01018276  0.22048388  0.33642712  0.32642792  0.60599673
  0.72243088  1.32353615  1.13305574  0.90149849  0.89431863  0.83196845
  0.53108413  0.59475134 -0.55003517 -0.81824103 -0.91071724 -1.03812175
 -1.93300078 -1.90383265 -1.90194215 -1.92819107 -1.73943344 -1.36523251
 -0.55429368 -0.26660483
  0.98453273  1.56102618  1.19064397  1.21358605  0.99234957  1.10490831
  0.80431071  0.34861896 -0.16905350  0.74410318  1.04932127  1.17405593
  0.57077573  0.70249320  0.34166600 -0.53804571 -0.77867682 -0.32743752
 -0.60283694 -0.01836363 -0.23588378 -0.40199991 -0.23830671  0.97184557
  0.80598621  1.04311288  0.75735087  1.08291128  0.45110685  0.82875169
 -0.32461880 -0.39636701  0.15835078  0.35229119  0.57214425  1.24987560
  0.53992512  0.64469596  0.26647291  0.53988424  0.27402911 -0.58254320
  0.08679808  0.20039853  0.47283787  0.60024517 -0.10073844 -0.51756711
 -0.11955125 -0.45874773 -0.95861201 -1.16129816 -1.29908683 -1.40893021
 -1.22803890 -1.15368830 -1.07762821 -0.80027145 -0.86566366 -0.79345465
 -0.66766632 -1.38772809 -0.51240277 -0.62617512 -0.51914525 -0.39466631
  0.02161827 -0.36450352 -0.47628699 -0.74680235 -0.71066602 -0.25950327
 -0.71559878 -0.49175441 -0.02588297  0.09833729  0.75015714  0.51935201
  0.57266473  0.39461670  0.59206626  0.68655907  1.36821864  0.93081340
  0.70400286  0.77474212 -0.23525969 -1.11915568 -1.40004667 -1.90623889
 -2.30173698 -1.75156773 -1.13160619 -0.95400204 -0.98749776 -0.86784561
 -0.61496961  0.58219153  0.19859082  0.02142486  0.19104110 -0.46316892
 -0.16710885  0.18733270  0.15017860 -0.81151212 -0.48858577 -0.39961811
